preparation_time,first_image,second_image,id,day,block,trial,first_press,correct,time_first_press,real_prep_time,max_force,diff_last_beep,second_image_prep
0.55,2,2,001,1,1,1,2,1,1.55471050127017,1.55471050127017,4.51360429107219,-0.255256392569208,0.562086377032756
0.55,4,4,001,1,1,2,4,1,1.63159181764422,1.63159181764422,5.18142174045725,-0.198387718166487,0.566442664119677
0.55,7,7,001,1,1,3,7,1,1.64864504547586,1.64864504547586,4.03081738127777,-0.231685087726873,0.56650389866445
0.55,9,9,001,1,1,4,9,1,1.71019830313162,1.71019830313162,3.14320805401036,-0.129897953620457,0.566761873871656
0.51798730282193,7,7,001,1,1,5,7,1,1.6870028594567,1.6870028594567,4.86197277219692,-0.198328458931428,0.550063806394974
0.418176040527131,4,2,001,1,1,6,4,0,1.69344729740442,0.144307982496684,4.04978744046117,-0.181961453052281,0.450860685092266
0.205537434996295,7,7,001,1,1,7,7,1,1.77392316528676,1.77392316528676,4.50828962012303,-0.116308992646736,0.234644333551842
0.525303031810316,7,7,001,1,1,8,7,1,1.61076924258305,1.61076924258305,3.97776491146098,-0.264264377157815,0.551090233226205
0.441813921130923,7,7,001,1,1,9,7,1,1.75726460396618,1.75726460396618,4.13102760267886,-0.127902368809373,0.468557525093274
0.549062997658018,9,9,001,1,1,10,9,1,1.70137488933324,1.70137488933324,4.45929915572549,-0.0937851896160282,0.567298367486728
0.260319177920865,2,2,001,1,1,11,2,1,1.75006950515854,1.75006950515854,5.22914337763195,-0.080553493115076,0.282324257848813
0.247997512370107,9,9,001,1,1,12,9,1,1.84620145376903,1.84620145376903,5.25776454344562,0.046168584645784,0.269257258149082
0.526408412063007,7,7,001,1,1,13,7,1,1.79713015858579,1.79713015858579,5.84639093351183,-0.068134394394292,0.553246874351316
0.443886356521465,4,4,001,1,1,14,4,1,1.76069352903141,1.76069352903141,5.03410839434084,-0.104134263629021,0.467544982282561
0.223100060452722,7,7,001,1,1,15,7,1,1.7684417270375,1.7684417270375,4.73818366779033,-0.0916017692416062,0.250227875465498
0.464412068410863,2,2,001,1,1,16,2,1,1.794720577318,1.794720577318,4.14633645667635,-0.0152475017075631,0.483759889455541
